date,ip,method,url,status_code,response_size,referer,user_agent,response_time
23/Jul/2023:13:06:47 ,77.20.147.149,"GET","/profile",200,1925,"http://example.com/products/item3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",662
23/Jul/2023:13:06:48 ,145.255.94.21,"POST","/blog/post2",200,2388,"http://example.com/blog/post3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",483
23/Jul/2023:13:06:48 ,151.166.37.93,"POST","/products/item1",303,536,"http://example.com/services/service1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",281
23/Jul/2023:13:06:48 ,85.136.103.92,"POST","/signup",303,2300,"http://example.com/blog/post3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",505
23/Jul/2023:13:06:49 ,113.230.66.17,"POST","/services/service2",200,865,"http://example.com/profile","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",350
23/Jul/2023:13:06:51 ,3.213.79.211,"POST","/products/item1",303,1645,"http://example.com/about","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",225
23/Jul/2023:13:06:52 ,85.136.103.92,"GET","/cart",200,2296,"http://example.com/contact","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",644
23/Jul/2023:13:06:53 ,113.230.66.17,"GET","/home",303,1371,"http://example.com/signup","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",170
23/Jul/2023:13:06:53 ,137.245.1.181,"GET","/services/service2",200,2311,"http://example.com/home","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",315
23/Jul/2023:13:06:53 ,186.190.12.211,"GET","/products/item2",303,2910,"http://example.com/login","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",204
23/Jul/2023:13:06:53 ,53.135.152.185,"POST","/checkout",200,559,"http://example.com/products/item3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",646
23/Jul/2023:13:06:53 ,62.109.232.254,"GET","/about",303,1495,"http://example.com/about","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",140
23/Jul/2023:13:06:53 ,89.150.35.216,"GET","/services/service1",200,1912,"http://example.com/services","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",330
23/Jul/2023:13:06:53 ,90.91.190.26,"POST","/products/item3",200,1142,"http://example.com/products/item3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",247
23/Jul/2023:13:06:54 ,177.147.65.11,"POST","/login",303,877,"http://example.com/signup","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",511
23/Jul/2023:13:06:54 ,194.236.175.187,"POST","/blog/post1",200,1688,"http://example.com/blog/post3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",480
23/Jul/2023:13:06:54 ,31.30.11.233,"GET","/signup",200,2474,"http://example.com/blog/post1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",532
23/Jul/2023:13:06:54 ,48.211.58.228,"POST","/blog",200,2086,"http://example.com/products/item2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",450
23/Jul/2023:13:06:55 ,137.245.1.181,"GET","/checkout",200,1826,"http://example.com/services/service2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",609
23/Jul/2023:13:06:55 ,145.255.94.21,"POST","/products/item1",303,2688,"http://example.com/products/item2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",235
23/Jul/2023:13:06:55 ,183.168.19.102,"POST","/blog/post1",200,2676,"http://example.com/blog/post2","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",409
23/Jul/2023:13:06:55 ,195.188.66.78,"POST","/cart",200,2191,"http://example.com/services","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",692
23/Jul/2023:13:06:55 ,49.163.23.184,"GET","/contact",200,642,"http://example.com/blog/post3","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",128
23/Jul/2023:13:06:55 ,85.135.66.29,"POST","/blog/post3",200,1560,"http://example.com/services","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",474
23/Jul/2023:13:06:55 ,89.150.35.216,"POST","/blog",303,1716,"http://example.com/services","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",484
23/Jul/2023:13:06:55 ,89.150.35.216,"POST","/products/item1",200,2542,"http://example.com/cart","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",251
23/Jul/2023:13:06:56 ,45.63.110.7,"GET","/cart",200,1647,"http://example.com/products/item1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",650
23/Jul/2023:13:06:56 ,45.63.110.7,"GET","/products/item2",200,2720,"http://example.com/signup","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",222
23/Jul/2023:13:06:56 ,45.63.110.7,"POST","/about",200,2686,"http://example.com/blog/post3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",133
23/Jul/2023:13:06:57 ,4.253.120.16,"GET","/home",200,716,"http://example.com/about","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",157
23/Jul/2023:13:06:57 ,49.163.23.184,"GET","/profile",303,2906,"http://example.com/blog/post3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",621
23/Jul/2023:13:06:57 ,76.150.80.193,"GET","/products/item1",200,841,"http://example.com/checkout","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",259
23/Jul/2023:13:06:59 ,216.183.101.210,"GET","/contact",200,1277,"http://example.com/blog/post3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",149
23/Jul/2023:13:06:59 ,216.183.101.210,"POST","/products",303,1487,"http://example.com/products/item2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",261
23/Jul/2023:13:07:00 ,125.63.217.146,"GET","/products/item1",200,740,"http://example.com/products/item2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",291
23/Jul/2023:13:07:00 ,195.188.66.78,"GET","/signup",200,1950,"http://example.com/services/service2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",555
23/Jul/2023:13:07:00 ,27.170.238.204,"GET","/products",303,2907,"http://example.com/signup","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",263
23/Jul/2023:13:07:00 ,76.213.162.151,"GET","/services",303,1193,"http://example.com/blog/post2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",380
23/Jul/2023:13:07:01 ,126.146.50.43,"POST","/services/service1",200,1063,"http://example.com/blog/post1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",319
23/Jul/2023:13:07:01 ,27.170.238.204,"GET","/login",303,2221,"http://example.com/login","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",568
23/Jul/2023:13:07:01 ,31.30.11.233,"POST","/blog/post1",200,1877,"http://example.com/about","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",447
23/Jul/2023:13:07:01 ,47.33.139.134,"POST","/products/item1",303,778,"http://example.com/services","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",213
23/Jul/2023:13:07:01 ,47.33.139.134,"POST","/products/item3",303,2170,"http://example.com/products/item2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",240
23/Jul/2023:13:07:01 ,62.109.232.254,"GET","/products/item2",200,928,"http://example.com/contact","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",293
23/Jul/2023:13:07:03 ,176.135.68.175,"GET","/blog/post3",303,1466,"http://example.com/services","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",500
23/Jul/2023:13:07:03 ,62.109.232.254,"POST","/checkout",200,2706,"http://example.com/products","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",685
23/Jul/2023:13:07:03 ,90.91.190.26,"POST","/home",200,2451,"http://example.com/services/service1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",180
23/Jul/2023:13:07:04 ,151.150.139.184,"POST","/blog/post3",303,2821,"http://example.com/products","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",471
23/Jul/2023:13:07:04 ,49.163.23.184,"POST","/products/item3",200,2793,"http://example.com/blog/post1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",212
23/Jul/2023:13:07:04 ,8.8.138.49,"GET","/home",200,2979,"http://example.com/blog","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",187
23/Jul/2023:13:07:04 ,91.3.36.95,"GET","/blog/post3",303,684,"http://example.com/products","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",413
23/Jul/2023:13:07:05 ,177.147.65.11,"GET","/login",200,533,"http://example.com/services","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",572
23/Jul/2023:13:07:06 ,4.253.120.16,"GET","/products/item1",303,2861,"http://example.com/services/service1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",223
23/Jul/2023:13:07:06 ,63.246.167.64,"GET","/blog/post2",200,901,"http://example.com/login","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",402
23/Jul/2023:13:07:07 ,195.188.66.78,"POST","/services/service2",303,2554,"http://example.com/blog/post3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",335
23/Jul/2023:13:07:07 ,4.176.4.27,"GET","/profile",200,1359,"http://example.com/blog/post1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",667
23/Jul/2023:13:07:07 ,87.177.34.191,"POST","/products/item3",303,2160,"http://example.com/about","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",265
23/Jul/2023:13:07:08 ,183.168.19.102,"POST","/blog/post3",200,1095,"http://example.com/services/service2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",427
23/Jul/2023:13:07:08 ,216.183.101.210,"GET","/blog/post3",303,752,"http://example.com/profile","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",446
23/Jul/2023:13:07:08 ,47.33.139.134,"GET","/cart",200,1615,"http://example.com/blog/post1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",667
23/Jul/2023:13:07:09 ,176.135.68.175,"GET","/cart",303,2020,"http://example.com/blog/post2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",655
23/Jul/2023:13:07:09 ,64.14.96.96,"POST","/blog",303,2193,"http://example.com/about","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",422
23/Jul/2023:13:07:10 ,145.255.94.21,"POST","/blog",303,1734,"http://example.com/cart","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",481
23/Jul/2023:13:07:10 ,194.236.175.187,"GET","/home",200,738,"http://example.com/services/service2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",145
23/Jul/2023:13:07:10 ,87.177.34.191,"GET","/home",303,1691,"http://example.com/cart","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",153
23/Jul/2023:13:07:11 ,31.30.11.233,"POST","/contact",303,843,"http://example.com/search","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",148
23/Jul/2023:13:07:11 ,53.135.152.185,"POST","/blog/post1",200,1118,"http://example.com/blog/post3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",475
23/Jul/2023:13:07:12 ,125.254.141.138,"GET","/search",200,2415,"http://example.com/search","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",646
23/Jul/2023:13:07:12 ,195.188.66.78,"GET","/blog/post1",200,2081,"http://example.com/signup","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",402
23/Jul/2023:13:07:12 ,48.211.58.228,"POST","/products/item3",200,1727,"http://example.com/blog/post2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",263
23/Jul/2023:13:07:12 ,62.109.232.254,"GET","/blog/post2",303,2598,"http://example.com/products/item3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",449
23/Jul/2023:13:07:12 ,91.3.36.95,"POST","/blog/post3",200,1066,"http://example.com/blog/post2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",409
23/Jul/2023:13:07:13 ,125.254.141.138,"GET","/checkout",303,2931,"http://example.com/blog/post3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",672
23/Jul/2023:13:07:13 ,183.168.19.102,"POST","/home",200,1213,"http://example.com/products/item3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",141
23/Jul/2023:13:07:13 ,48.211.58.228,"POST","/services/service2",200,788,"http://example.com/products/item3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",396
23/Jul/2023:13:07:13 ,94.55.155.226,"GET","/products/item1",303,2067,"http://example.com/products","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",209
23/Jul/2023:13:07:14 ,113.230.66.17,"POST","/signup",303,652,"http://example.com/products/item2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",573
23/Jul/2023:13:07:14 ,135.139.131.118,"GET","/home",200,1683,"http://example.com/search","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",114
23/Jul/2023:13:07:14 ,63.246.167.64,"GET","/products/item3",303,1667,"http://example.com/blog","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",236
23/Jul/2023:13:07:14 ,77.193.163.156,"POST","/blog/post2",200,1022,"http://example.com/services/service1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",492
23/Jul/2023:13:07:15 ,87.177.34.191,"POST","/blog/post1",200,2900,"http://example.com/about","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",471
23/Jul/2023:13:07:16 ,144.58.247.0,"GET","/services/service1",200,1725,"http://example.com/products/item2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",394
23/Jul/2023:13:07:16 ,53.135.152.185,"POST","/services",303,722,"http://example.com/home","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",310
23/Jul/2023:13:07:17 ,176.135.68.175,"POST","/cart",200,1776,"http://example.com/services/service1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",605
23/Jul/2023:13:07:17 ,176.148.242.15,"POST","/home",303,2012,"http://example.com/profile","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",164
23/Jul/2023:13:07:17 ,177.147.65.11,"POST","/products",200,1219,"http://example.com/search","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",205
23/Jul/2023:13:07:17 ,27.170.238.204,"GET","/blog/post3",303,2804,"http://example.com/services/service1","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",443
23/Jul/2023:13:07:17 ,91.3.36.95,"POST","/cart",303,1212,"http://example.com/products/item3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",610
23/Jul/2023:13:07:18 ,125.63.217.146,"POST","/blog",303,2228,"http://example.com/products/item3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",500
23/Jul/2023:13:07:18 ,141.184.188.201,"GET","/signup",303,1302,"http://example.com/services/service2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",509
23/Jul/2023:13:07:18 ,151.150.139.184,"POST","/blog/post3",200,1894,"http://example.com/checkout","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",409
23/Jul/2023:13:07:18 ,94.55.155.226,"POST","/checkout",303,1206,"http://example.com/products/item2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",618
23/Jul/2023:13:07:19 ,144.58.247.0,"GET","/blog/post1",200,2787,"http://example.com/search","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",476
23/Jul/2023:13:07:19 ,144.58.247.0,"POST","/search",303,1706,"http://example.com/cart","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",9337
23/Jul/2023:13:07:19 ,199.118.224.5,"POST","/blog/post3",303,1727,"http://example.com/login","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",473
23/Jul/2023:13:07:19 ,216.183.101.210,"GET","/services/service2",200,605,"http://example.com/search","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",380
23/Jul/2023:13:07:19 ,85.136.103.92,"POST","/blog/post1",200,1623,"http://example.com/services/service1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",461
23/Jul/2023:13:07:20 ,31.30.11.233,"POST","/blog/post1",200,891,"http://example.com/products/item3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",491
23/Jul/2023:13:07:21 ,76.213.162.151,"GET","/cart",200,2373,"http://example.com/about","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",634
23/Jul/2023:13:07:22 ,176.148.242.15,"GET","/home",303,2372,"http://example.com/profile","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",139
23/Jul/2023:13:07:22 ,176.148.242.15,"POST","/signup",303,2292,"http://example.com/services/service2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",504
23/Jul/2023:13:07:22 ,89.150.35.216,"GET","/contact",200,965,"http://example.com/services/service1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",181
23/Jul/2023:13:07:23 ,186.190.12.211,"POST","/blog/post3",303,1822,"http://example.com/search","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",438
23/Jul/2023:13:07:23 ,91.3.36.95,"POST","/products/item1",200,928,"http://example.com/contact","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",248
23/Jul/2023:13:07:24 ,113.230.66.17,"GET","/blog/post3",303,2705,"http://example.com/about","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",496
23/Jul/2023:13:07:24 ,62.109.232.254,"GET","/home",303,1232,"http://example.com/blog/post2","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",114
